Scenario,Main_Relay,Backup_Relay,Time_Main,Time_Backup,DT,Coordinated,Main_TDS,Main_Pickup,Backup_TDS,Backup_Pickup
scenario_4,R25,R43,0.2679,0.3193,-0.14860000000000007,False,0.17847,0.04018,0.10955,0.13697
scenario_4,R62,R63,0.3027,0.3173,-0.1854,False,0.12911,0.04018,0.14,0.03644
scenario_4,R6,R5,0.1144,0.3144,0.0,True,0.05,0.13697,0.12818,0.12713
scenario_4,R6,R62,0.1144,0.3194,0.0050000000000000044,True,0.05,0.13697,0.12911,0.04018
scenario_4,R43,R44,0.2955,0.1365,-0.359,False,0.10955,0.13697,0.05,0.14183
scenario_4,R7,R6,0.3006,0.1247,-0.3759,False,0.1189,0.14183,0.05,0.13697
scenario_4,R44,R70,0.1244,0.3313,0.006899999999999962,True,0.05,0.14183,0.13517,0.05535
scenario_4,R44,R45,0.1244,0.3244,0.0,True,0.05,0.14183,0.08811,0.20118
scenario_4,R8,R7,0.137,0.337,0.0,True,0.05,0.20118,0.1189,0.14183
scenario_4,R8,R70,0.137,0.337,0.0,True,0.05,0.20118,0.13517,0.05535
scenario_4,R45,R46,0.2607,0.1575,-0.3032,False,0.08811,0.20118,0.05,0.05799
scenario_4,R45,R71,0.2607,0.3479,-0.11280000000000001,False,0.08811,0.20118,0.19617,0.00784
scenario_4,R9,R8,0.258,0.1756,-0.2824,False,0.1493,0.05799,0.05,0.20118
scenario_4,R9,R71,0.258,0.3567,-0.1013,False,0.1493,0.05799,0.19617,0.00784
scenario_4,R46,R47,0.1155,0.3155,0.0,True,0.05,0.05799,0.13834,0.05592
scenario_4,R34,R8,0.2523,0.1818,-0.2705000000000001,False,0.22451,0.00784,0.05,0.20118
scenario_4,R34,R46,0.2523,0.1755,-0.27680000000000005,False,0.22451,0.00784,0.05,0.05799
scenario_4,R71,R14,0.2581,0.105,-0.3531,False,0.19617,0.00784,0.05,0.02616
scenario_4,R71,R52,0.2581,0.1755,-0.2826,False,0.19617,0.00784,0.05,0.07078
scenario_40,R38,R39,0.0,0.3049,0.1049,True,0.05,0.0,0.15562,0.02188
scenario_40,R38,R55,0.0,0.309,0.10899999999999999,True,0.05,0.0,0.12812,0.02798
scenario_40,R10,R9,0.2986,0.305,-0.1936,False,0.14221,0.04126,0.14293,0.04336
scenario_40,R47,R48,0.3334,0.3489,-0.1845,False,0.11191,0.04126,0.12009,0.03899
scenario_40,R11,R10,0.2716,0.3054,-0.16620000000000001,False,0.12879,0.03899,0.14221,0.04126
scenario_40,R48,R49,0.3212,0.3337,-0.1875,False,0.12009,0.03899,0.12802,0.02047
scenario_40,R48,R72,0.3212,0.3337,-0.1875,False,0.12009,0.03899,0.08968,0.03313
scenario_40,R12,R11,0.2633,0.2859,-0.1774,False,0.15332,0.02047,0.12879,0.03899
scenario_40,R12,R72,0.2633,0.3429,-0.12040000000000001,False,0.15332,0.02047,0.08968,0.03313
scenario_40,R49,R50,0.262,0.3023,-0.1597,False,0.12802,0.02047,0.14326,0.02256
scenario_40,R13,R12,0.2834,0.3012,-0.18219999999999997,False,0.14008,0.02256,0.15332,0.02047
scenario_40,R50,R51,0.2785,0.2972,-0.18130000000000002,False,0.14326,0.02256,0.15463,0.02171
scenario_40,R14,R13,0.1088,0.3088,0.0,True,0.05,0.02171,0.14008,0.02256
scenario_40,R51,R52,0.2808,0.3754,-0.1054,False,0.15463,0.02171,0.05,0.05955
scenario_40,R51,R34,0.2808,0.3158,-0.16499999999999998,False,0.15463,0.02171,0.12626,0.04466
scenario_40,R15,R14,0.3003,0.12,-0.3803,False,0.12965,0.05955,0.05,0.02171
scenario_40,R15,R34,0.3003,0.3158,-0.1845,False,0.12965,0.05955,0.12626,0.04466
scenario_40,R52,R53,0.2643,0.4644,9.999999999998899e-05,True,0.05,0.05955,0.09185,0.05614
scenario_40,R16,R15,0.2942,0.3212,-0.17300000000000004,False,0.12136,0.05614,0.12965,0.05955
scenario_40,R53,R54,0.3449,0.3878,-0.15710000000000002,False,0.09185,0.05614,0.10688,0.05271
scenario_40,R17,R16,0.318,0.3342,-0.18380000000000002,False,0.11847,0.05271,0.12136,0.05614
scenario_40,R54,R73,0.349,0.3633,-0.18569999999999998,False,0.10688,0.05271,0.11722,0.04721
scenario_40,R36,R17,0.3213,0.3351,-0.18619999999999998,False,0.11889,0.04721,0.11847,0.05271
scenario_40,R73,R32,0.3425,0.3461,-0.19640000000000002,False,0.11722,0.04721,0.12326,0.04302
scenario_40,R19,R18,0.282,0.316,-0.16599999999999998,False,0.1216,0.03309,0.14427,0.02798
scenario_40,R56,R57,0.272,0.3073,-0.1647,False,0.12674,0.03309,0.13631,0.03835
scenario_40,R18,R1,0.3065,0.0,-0.5065,False,0.14427,0.02798,0.05,0.0
scenario_40,R18,R39,0.3065,0.3062,-0.20029999999999998,False,0.14427,0.02798,0.15562,0.02188
scenario_40,R55,R56,0.3022,0.3179,-0.18430000000000002,False,0.12812,0.02798,0.12674,0.03309
scenario_40,R2,R1,0.2929,0.0,-0.4929,False,0.13138,0.02188,0.05,0.0
scenario_40,R2,R55,0.2929,0.3114,-0.1815,False,0.13138,0.02188,0.12812,0.02798
scenario_40,R39,R40,0.2952,0.3088,-0.1864,False,0.15562,0.02188,0.13294,0.02894
scenario_40,R39,R59,0.2952,0.3102,-0.18500000000000005,False,0.15562,0.02188,0.08002,0.04071
scenario_40,R20,R19,0.2643,0.3569,-0.1074,False,0.08423,0.03835,0.1216,0.03309
scenario_40,R57,R58,0.2888,0.3059,-0.1829,False,0.13631,0.03835,0.12259,0.02807
scenario_40,R57,R33,0.2888,0.3059,-0.1829,False,0.13631,0.03835,0.15377,0.01702
scenario_40,R21,R20,0.1975,0.3022,-0.0953,False,0.09658,0.02807,0.08423,0.03835
scenario_40,R21,R33,0.1975,0.3059,-0.09160000000000001,False,0.09658,0.02807,0.15377,0.01702
scenario_40,R58,R35,0.2765,0.3128,-0.1637,False,0.12259,0.02807,0.13082,0.03313
scenario_40,R33,R7,0.2449,0.0,-0.4449,False,0.15377,0.01702,0.05,0.1035
scenario_40,R33,R45,0.2449,0.3449,-0.10000000000000003,False,0.15377,0.01702,0.10762,0.12498
scenario_40,R70,R58,0.372,0.3145,-0.2575,False,0.19989,0.01702,0.12259,0.02807
scenario_40,R70,R20,0.372,0.3156,-0.2564,False,0.19989,0.01702,0.08423,0.03835
scenario_40,R72,R21,0.174,0.297,-0.07700000000000001,False,0.08968,0.03313,0.09658,0.02807
scenario_40,R35,R11,0.3169,0.3472,-0.16970000000000002,False,0.13082,0.03313,0.12879,0.03899
scenario_40,R35,R49,0.3169,0.4572,-0.05970000000000003,False,0.13082,0.03313,0.12802,0.02047
scenario_40,R23,R22,0.253,0.3081,-0.14490000000000003,False,0.11705,0.03468,0.13505,0.04071
scenario_40,R60,R61,0.3087,0.3308,-0.1779,False,0.11801,0.03468,0.19252,0.00936
scenario_40,R24,R23,0.2898,0.281,-0.20879999999999999,False,0.17883,0.00936,0.11705,0.03468
scenario_40,R61,R74,0.3057,0.2794,-0.22630000000000006,False,0.19252,0.00936,0.13868,0.02225
scenario_40,R37,R24,0.2925,0.3147,-0.1778,False,0.12748,0.02225,0.17883,0.00936
scenario_40,R74,R28,0.2643,0.2953,-0.16899999999999998,False,0.13868,0.02225,0.10699,0.03876
scenario_40,R74,R66,0.2643,0.3221,-0.1422,False,0.13868,0.02225,0.14007,0.01614
scenario_40,R26,R25,0.2993,0.3092,-0.19010000000000005,False,0.1371,0.04605,0.13795,0.04978
scenario_40,R63,R64,0.3921,0.4085,-0.18360000000000004,False,0.09402,0.04605,0.10305,0.04232
scenario_40,R27,R26,0.2814,0.3098,-0.17159999999999997,False,0.12814,0.04232,0.1371,0.04605
scenario_40,R64,R65,0.298,0.3446,-0.15339999999999998,False,0.10305,0.04232,0.1237,0.03876
scenario_40,R28,R27,0.2597,0.3213,-0.13840000000000002,False,0.10699,0.03876,0.12814,0.04232
scenario_40,R65,R37,0.302,0.3221,-0.1799,False,0.1237,0.03876,0.12748,0.02225
scenario_40,R65,R66,0.302,0.3221,-0.1799,False,0.1237,0.03876,0.14007,0.01614
scenario_40,R29,R28,0.0859,0.2927,0.0068000000000000005,True,0.05,0.01614,0.10699,0.03876
scenario_40,R29,R37,0.0859,0.3184,0.0325,True,0.05,0.01614,0.12748,0.02225
scenario_40,R66,R67,0.309,0.1229,-0.3861,False,0.14007,0.01614,0.05,0.02194
scenario_40,R22,R2,0.2938,0.3102,-0.18360000000000004,False,0.13505,0.04071,0.13138,0.02188
scenario_40,R22,R40,0.2938,0.3088,-0.185,False,0.13505,0.04071,0.13294,0.02894
scenario_40,R59,R60,0.2704,0.3689,-0.10149999999999998,False,0.08002,0.04071,0.11801,0.03468
scenario_40,R3,R2,0.3091,0.3102,-0.19890000000000002,False,0.1403,0.02894,0.13138,0.02188
scenario_40,R3,R59,0.3091,0.3102,-0.19890000000000002,False,0.1403,0.02894,0.08002,0.04071
scenario_40,R40,R41,0.2929,0.3102,-0.18270000000000003,False,0.13294,0.02894,0.12922,0.03701
scenario_40,R30,R29,0.2937,0.0884,-0.4053,False,0.15232,0.02194,0.05,0.01614
scenario_40,R67,R68,0.1133,0.3133,0.0,True,0.05,0.02194,0.12306,0.03026
scenario_40,R31,R30,0.3265,0.3151,-0.21140000000000003,False,0.14191,0.03026,0.15232,0.02194
scenario_40,R68,R69,0.3031,0.3232,-0.1799,False,0.12306,0.03026,0.11409,0.04302
scenario_40,R32,R31,0.3325,0.3349,-0.19760000000000005,False,0.12326,0.04302,0.14191,0.03026
scenario_40,R69,R36,0.3101,0.3359,-0.17420000000000002,False,0.11409,0.04302,0.11889,0.04721
scenario_40,R4,R3,0.3175,0.328,-0.1895,False,0.124,0.03701,0.1403,0.02894
scenario_40,R41,R42,0.2944,0.3139,-0.1805,False,0.12922,0.03701,0.13302,0.04091
scenario_40,R5,R4,0.3151,0.3453,-0.1698,False,0.10842,0.04091,0.124,0.03701
scenario_40,R42,R43,0.2812,0.3128,-0.1684,False,0.13302,0.04091,0.10187,0.09364
scenario_40,R42,R62,0.2812,0.4872,0.006000000000000005,True,0.13302,0.04091,0.07272,0.04978
scenario_40,R25,R5,0.3024,0.4564,-0.04600000000000004,False,0.13795,0.04978,0.10842,0.04091
scenario_40,R25,R43,0.3024,0.3096,-0.19280000000000003,False,0.13795,0.04978,0.10187,0.09364
scenario_40,R62,R63,0.375,0.4578,-0.11720000000000003,False,0.07272,0.04978,0.09402,0.04605
scenario_40,R6,R5,0.2564,0.4564,-5.551115123125783e-17,False,0.05,0.09364,0.10842,0.04091
scenario_40,R6,R62,0.2564,0.4564,-5.551115123125783e-17,False,0.05,0.09364,0.07272,0.04978
scenario_40,R43,R44,0.2891,0.1482,-0.34090000000000004,False,0.10187,0.09364,0.05,0.1035
scenario_40,R7,R6,0.3615,0.327,-0.2345,False,0.05,0.1035,0.05,0.09364
scenario_40,R44,R70,0.1375,0.6501,0.31259999999999993,True,0.05,0.1035,0.19989,0.01702
scenario_40,R44,R45,0.1375,0.3375,0.0,True,0.05,0.1035,0.10762,0.12498
scenario_40,R8,R7,0.4743,1.5318,0.8575000000000002,True,0.05,0.12498,0.05,0.1035
scenario_40,R8,R70,0.4743,0.6743,0.0,True,0.05,0.12498,0.19989,0.01702
scenario_40,R45,R46,0.2933,0.0,-0.4933,False,0.10762,0.12498,0.05,0.04336
scenario_40,R45,R71,0.2933,0.0,-0.4933,False,0.10762,0.12498,0.05,0.04466
scenario_40,R9,R8,0.2719,0.0,-0.4719,False,0.14293,0.04336,0.05,0.12498
scenario_40,R9,R71,0.2719,0.0,-0.4719,False,0.14293,0.04336,0.05,0.04466
scenario_40,R46,R47,0.169,0.369,-2.7755575615628914e-17,False,0.05,0.04336,0.11191,0.04126
scenario_40,R34,R8,0.2468,0.0,-0.4468,False,0.12626,0.04466,0.05,0.12498
scenario_40,R34,R46,0.2468,0.0,-0.4468,False,0.12626,0.04466,0.05,0.04336
scenario_40,R71,R14,0.137,0.1238,-0.21320000000000003,False,0.05,0.04466,0.05,0.02171
scenario_40,R71,R52,0.137,0.4059,0.06889999999999996,True,0.05,0.04466,0.05,0.05955
scenario_41,R38,R39,0.0,0.324,0.124,True,0.05,0.0,0.13783,0.03771
scenario_41,R38,R55,0.0,0.3365,0.1365,True,0.05,0.0,0.11476,0.04465
scenario_41,R10,R9,0.3071,0.3143,-0.19279999999999997,False,0.13437,0.05268,0.13475,0.05584
scenario_41,R47,R48,0.3525,0.3692,-0.18330000000000002,False,0.10419,0.05268,0.11232,0.04969
scenario_41,R11,R10,0.2674,0.3147,-0.15270000000000006,False,0.11653,0.04969,0.13437,0.05268
scenario_41,R48,R49,0.3357,0.3495,-0.18620000000000003,False,0.11232,0.04969,0.14173,0.0177
scenario_41,R48,R72,0.3357,0.3494,-0.18630000000000002,False,0.11232,0.04969,0.07632,0.04658
scenario_41,R12,R11,0.26,0.2829,-0.17710000000000004,False,0.15683,0.0177,0.11653,0.04969
scenario_41,R12,R72,0.26,0.3613,-0.09870000000000001,False,0.15683,0.0177,0.07632,0.04658
scenario_41,R49,R50,0.2789,0.2984,-0.1805,False,0.14173,0.0177,0.14845,0.01898
scenario_41,R13,R12,0.2789,0.2965,-0.1824,False,0.14454,0.01898,0.15683,0.0177
scenario_41,R50,R51,0.2755,0.2928,-0.18270000000000003,False,0.14845,0.01898,0.16193,0.0173
scenario_41,R14,R13,0.1012,0.3012,0.0,True,0.05,0.0173,0.14454,0.01898
scenario_41,R51,R52,0.2773,0.7311,0.25379999999999997,True,0.16193,0.0173,0.05,0.08694
scenario_41,R51,R34,0.2773,0.334,-0.14329999999999998,False,0.16193,0.0173,0.13252,0.04488
scenario_41,R15,R14,0.3164,0.1108,-0.4056,False,0.11812,0.08694,0.05,0.0173
scenario_41,R15,R34,0.3164,0.334,-0.1824,False,0.11812,0.08694,0.13252,0.04488
scenario_41,R52,R53,0.3934,0.5934,0.0,True,0.05,0.08694,0.07905,0.08336
scenario_41,R16,R15,0.3123,0.3423,-0.17000000000000004,False,0.10973,0.08336,0.11812,0.08694
scenario_41,R53,R54,0.3881,0.4455,-0.1426,False,0.07905,0.08336,0.09366,0.07972
scenario_41,R17,R16,0.3411,0.3609,-0.18020000000000003,False,0.10597,0.07972,0.10973,0.08336
scenario_41,R54,R73,0.388,0.4071,-0.1809,False,0.09366,0.07972,0.10283,0.07391
scenario_41,R36,R17,0.3505,0.3664,-0.18409999999999999,False,0.10532,0.07391,0.10597,0.07972
scenario_41,R73,R32,0.3776,0.3836,-0.194,False,0.10283,0.07391,0.1079,0.06959
scenario_41,R19,R18,0.2995,0.3379,-0.16160000000000002,False,0.10862,0.05044,0.12872,0.04465
scenario_41,R56,R57,0.2831,0.3244,-0.1587,False,0.11386,0.05044,0.12517,0.05617
scenario_41,R18,R1,0.3238,0.0,-0.5238,False,0.12872,0.04465,0.05,0.0
scenario_41,R18,R39,0.3238,0.3258,-0.198,False,0.12872,0.04465,0.13783,0.03771
scenario_41,R55,R56,0.3274,0.3426,-0.18480000000000002,False,0.11476,0.04465,0.11386,0.05044
scenario_41,R2,R1,0.303,0.0,-0.503,False,0.11104,0.03771,0.05,0.0
scenario_41,R2,R55,0.303,0.3365,-0.16649999999999998,False,0.11104,0.03771,0.11476,0.04465
scenario_41,R39,R40,0.3117,0.325,-0.18669999999999998,False,0.13783,0.03771,0.1396,0.02859
scenario_41,R39,R59,0.3117,0.3131,-0.1986,False,0.13783,0.03771,0.06065,0.06034
scenario_41,R20,R19,0.2615,0.3909,-0.0706,False,0.06848,0.05617,0.10862,0.05044
scenario_41,R57,R58,0.3035,0.3212,-0.18230000000000002,False,0.12517,0.05617,0.10946,0.04086
scenario_41,R57,R33,0.3035,0.3212,-0.18230000000000002,False,0.12517,0.05617,0.15095,0.02109
scenario_41,R21,R20,0.1888,0.3163,-0.07249999999999998,False,0.08121,0.04086,0.06848,0.05617
scenario_41,R21,R33,0.1888,0.3233,-0.06550000000000003,False,0.08121,0.04086,0.15095,0.02109
scenario_41,R58,R35,0.2831,0.3293,-0.15380000000000005,False,0.10946,0.04086,0.12083,0.04658
scenario_41,R33,R7,0.2544,0.0,-0.4544,False,0.15095,0.02109,0.05,0.13076
scenario_41,R33,R45,0.2544,0.3611,-0.09330000000000005,False,0.15095,0.02109,0.09733,0.1648
scenario_41,R70,R58,0.5461,0.3283,-0.41780000000000006,False,0.27423,0.02109,0.10946,0.04086
scenario_41,R70,R20,0.5461,0.3353,-0.41080000000000005,False,0.27423,0.02109,0.06848,0.05617
scenario_41,R72,R21,0.1652,0.3082,-0.05700000000000005,False,0.07632,0.04658,0.08121,0.04086
scenario_41,R35,R11,0.3368,0.3483,-0.1885,False,0.12083,0.04658,0.11653,0.04969
scenario_41,R35,R49,0.3368,0.4699,-0.06690000000000002,False,0.12083,0.04658,0.14173,0.0177
scenario_41,R23,R22,0.2749,0.3271,-0.1478,False,0.10813,0.05417,0.12334,0.06034
scenario_41,R60,R61,0.3333,0.3602,-0.17309999999999998,False,0.10407,0.05417,0.15093,0.02659
scenario_41,R24,R23,0.2544,0.3095,-0.14490000000000003,False,0.1162,0.02659,0.10813,0.05417
scenario_41,R61,R74,0.3233,0.3071,-0.2162,False,0.15093,0.02659,0.20059,0.00793
scenario_41,R37,R24,0.3206,0.2842,-0.2364,False,0.19041,0.00793,0.1162,0.02659
scenario_41,R74,R28,0.293,0.3291,-0.1639,False,0.20059,0.00793,0.09629,0.06182
scenario_41,R74,R66,0.293,0.3473,-0.1457,False,0.20059,0.00793,0.0891,0.0531
scenario_41,R26,R25,0.3148,0.3262,-0.18860000000000005,False,0.12479,0.0692,0.12667,0.07297
scenario_41,R63,R64,0.4556,0.4779,-0.17770000000000002,False,0.08195,0.0692,0.0899,0.06543
scenario_41,R27,R26,0.2964,0.329,-0.1674,False,0.11494,0.06543,0.12479,0.0692
scenario_41,R64,R65,0.324,0.3802,-0.14380000000000004,False,0.0899,0.06543,0.10871,0.06182
scenario_41,R28,R27,0.2837,0.3473,-0.13640000000000002,False,0.09629,0.06182,0.11494,0.06543
scenario_41,R65,R37,0.3202,0.3473,-0.1729,False,0.10871,0.06182,0.19041,0.00793
scenario_41,R65,R66,0.3202,0.3473,-0.1729,False,0.10871,0.06182,0.0891,0.0531
scenario_41,R29,R28,0.1256,0.3256,0.0,True,0.05,0.0531,0.09629,0.06182
scenario_41,R29,R37,0.1256,0.3443,0.018699999999999994,True,0.05,0.0531,0.19041,0.00793
scenario_41,R66,R67,0.3245,0.1687,-0.3558,False,0.0891,0.0531,0.05,0.04585
scenario_41,R22,R2,0.3084,0.325,-0.1834,False,0.12334,0.06034,0.11104,0.03771
scenario_41,R22,R40,0.3084,0.325,-0.1834,False,0.12334,0.06034,0.1396,0.02859
scenario_41,R59,R60,0.2552,0.4104,-0.044800000000000006,False,0.06065,0.06034,0.10407,0.05417
scenario_41,R3,R2,0.311,0.325,-0.186,False,0.14099,0.02859,0.11104,0.03771
scenario_41,R3,R59,0.311,0.3131,-0.19790000000000002,False,0.14099,0.02859,0.06065,0.06034
scenario_41,R40,R41,0.3079,0.3103,-0.1976,False,0.1396,0.02859,0.12833,0.03717
scenario_41,R30,R29,0.3181,0.1308,-0.3873,False,0.12864,0.04585,0.05,0.0531
scenario_41,R67,R68,0.1513,0.3513,0.0,True,0.05,0.04585,0.1059,0.0557
scenario_41,R31,R30,0.3544,0.3459,-0.20850000000000002,False,0.12145,0.0557,0.12864,0.04585
scenario_41,R68,R69,0.3368,0.359,-0.1778,False,0.1059,0.0557,0.10099,0.06959
scenario_41,R32,R31,0.3645,0.3689,-0.1956,False,0.1079,0.06959,0.12145,0.0557
scenario_41,R69,R36,0.3445,0.3706,-0.1739,False,0.10099,0.06959,0.10532,0.07391
scenario_41,R4,R3,0.3161,0.3282,-0.1879,False,0.12324,0.03717,0.14099,0.02859
scenario_41,R41,R42,0.2942,0.3146,-0.17960000000000004,False,0.12833,0.03717,0.13237,0.04117
scenario_41,R5,R4,0.3549,0.3472,-0.2077,False,0.12054,0.04117,0.12324,0.03717
scenario_41,R42,R43,0.2813,0.3298,-0.15150000000000002,False,0.13237,0.04117,0.09562,0.11764
scenario_41,R42,R62,0.2813,0.5637,0.08239999999999997,True,0.13237,0.04117,0.05282,0.07297
scenario_41,R25,R5,0.3191,0.5095,-0.009600000000000053,False,0.12667,0.07297,0.12054,0.04117
scenario_41,R25,R43,0.3191,0.326,-0.1931,False,0.12667,0.07297,0.09562,0.11764
scenario_41,R62,R63,0.3827,0.5622,-0.020499999999999963,False,0.05282,0.07297,0.08195,0.0692
scenario_41,R6,R5,0.3094,0.5095,9.999999999993348e-05,True,0.05,0.11764,0.12054,0.04117
scenario_41,R6,R62,0.3094,0.5094,-5.551115123125783e-17,False,0.05,0.11764,0.05282,0.07297
scenario_41,R43,R44,0.3019,0.1661,-0.3358,False,0.09562,0.11764,0.05,0.13076
scenario_41,R7,R6,0.4792,0.4178,-0.2614,False,0.05,0.13076,0.05,0.11764
scenario_41,R44,R70,0.1521,1.0364,0.6842999999999999,True,0.05,0.13076,0.27423,0.02109
scenario_41,R44,R45,0.1521,0.3521,0.0,True,0.05,0.13076,0.09733,0.1648
scenario_41,R8,R7,0.8364,0.0,-1.0364,False,0.05,0.1648,0.05,0.13076
scenario_41,R8,R70,0.8364,1.0364,-5.551115123125783e-17,False,0.05,0.1648,0.27423,0.02109
scenario_41,R45,R46,0.2999,0.0,-0.4999,False,0.09733,0.1648,0.05,0.05584
scenario_41,R45,R71,0.2999,0.0,-0.4999,False,0.09733,0.1648,0.05,0.04488
scenario_41,R9,R8,0.2773,0.0,-0.4773,False,0.13475,0.05584,0.05,0.1648
scenario_41,R9,R71,0.2773,0.0,-0.4773,False,0.13475,0.05584,0.05,0.04488
scenario_41,R46,R47,0.197,0.397,0.0,True,0.05,0.05584,0.10419,0.05268
scenario_41,R34,R8,0.2599,0.0,-0.45990000000000003,False,0.13252,0.04488,0.05,0.1648
scenario_41,R34,R46,0.2599,0.0,-0.45990000000000003,False,0.13252,0.04488,0.05,0.05584
scenario_41,R71,R14,0.1383,0.1152,-0.22310000000000002,False,0.05,0.04488,0.05,0.0173
scenario_41,R71,R52,0.1383,0.8665,0.5282,True,0.05,0.04488,0.05,0.08694
scenario_42,R38,R39,0.0,0.3186,0.11859999999999998,True,0.05,0.0,0.14396,0.0312
scenario_42,R38,R55,0.0,0.3247,0.12469999999999998,True,0.05,0.0,0.11849,0.03809
scenario_42,R10,R9,0.303,0.3094,-0.1936,False,0.13844,0.04595,0.13835,0.049
scenario_42,R47,R48,0.3428,0.3583,-0.1845,False,0.10829,0.04595,0.11671,0.04302
scenario_42,R11,R10,0.2694,0.3092,-0.1602,False,0.12331,0.04302,0.13844,0.04595
scenario_42,R48,R49,0.3277,0.3404,-0.18730000000000002,False,0.11671,0.04302,0.13523,0.0187
scenario_42,R48,R72,0.3277,0.3404,-0.18730000000000002,False,0.11671,0.04302,0.0795,0.04203
scenario_42,R12,R11,0.2621,0.2843,-0.1778,False,0.15548,0.0187,0.12331,0.04302
scenario_42,R12,R72,0.2621,0.3512,-0.1109,False,0.15548,0.0187,0.0795,0.04203
scenario_42,R49,R50,0.2706,0.3,-0.17060000000000003,False,0.13523,0.0187,0.14581,0.02047
scenario_42,R13,R12,0.2804,0.2987,-0.18169999999999997,False,0.14209,0.02047,0.15548,0.0187
scenario_42,R50,R51,0.2766,0.2949,-0.18170000000000003,False,0.14581,0.02047,0.15812,0.01929
scenario_42,R14,R13,0.1054,0.3054,0.0,True,0.05,0.01929,0.14209,0.02047
scenario_42,R51,R52,0.2788,0.5655,0.0867,True,0.15812,0.01929,0.05,0.07568
scenario_42,R51,R34,0.2788,0.3273,-0.15150000000000002,False,0.15812,0.01929,0.1346,0.04079
scenario_42,R15,R14,0.3111,0.1161,-0.395,False,0.12221,0.07568,0.05,0.01929
scenario_42,R15,R34,0.3111,0.3273,-0.18380000000000002,False,0.12221,0.07568,0.1346,0.04079
scenario_42,R52,R53,0.3394,0.5394,0.0,True,0.05,0.07568,0.08325,0.07212
scenario_42,R16,R15,0.3042,0.334,-0.17020000000000002,False,0.11351,0.07212,0.12221,0.07568
scenario_42,R53,R54,0.37,0.4222,-0.1478,False,0.08325,0.07212,0.0982,0.0685
scenario_42,R17,R16,0.3333,0.351,-0.18230000000000002,False,0.11034,0.0685,0.11351,0.07212
scenario_42,R54,R73,0.3722,0.3895,-0.18269999999999997,False,0.0982,0.0685,0.10784,0.06274
scenario_42,R36,R17,0.3388,0.3539,-0.1849,False,0.11006,0.06274,0.11034,0.0685
scenario_42,R73,R32,0.3635,0.3685,-0.195,False,0.10784,0.06274,0.11322,0.05845
scenario_42,R19,R18,0.2922,0.3303,-0.16190000000000004,False,0.11216,0.04381,0.13373,0.03809
scenario_42,R56,R57,0.2797,0.3186,-0.16110000000000002,False,0.11788,0.04381,0.12841,0.0495
scenario_42,R18,R1,0.3172,0.0,-0.5172,False,0.13373,0.03809,0.05,0.0
scenario_42,R18,R39,0.3172,0.3186,-0.1986,False,0.13373,0.03809,0.14396,0.0312
scenario_42,R55,R56,0.3165,0.3336,-0.1829,False,0.11849,0.03809,0.11788,0.04381
scenario_42,R2,R1,0.2968,0.0,-0.4968,False,0.11622,0.0312,0.05,0.0
scenario_42,R2,R55,0.2968,0.3277,-0.16910000000000003,False,0.11622,0.0312,0.11849,0.03809
scenario_42,R39,R40,0.3056,0.3174,-0.18819999999999998,False,0.14396,0.0312,0.14281,0.02499
scenario_42,R39,R59,0.3056,0.3062,-0.19939999999999997,False,0.14396,0.0312,0.06753,0.05027
scenario_42,R20,R19,0.2657,0.381,-0.0847,False,0.0734,0.0495,0.11216,0.04381
scenario_42,R57,R58,0.2975,0.3158,-0.18169999999999997,False,0.12841,0.0495,0.1132,0.03632
scenario_42,R57,R33,0.2975,0.3159,-0.18159999999999998,False,0.12841,0.0495,0.15264,0.01894
scenario_42,R21,R20,0.1922,0.3122,-0.08000000000000004,False,0.08569,0.03632,0.0734,0.0495
scenario_42,R21,R33,0.1922,0.3159,-0.0763,False,0.08569,0.03632,0.15264,0.01894
scenario_42,R58,R35,0.2818,0.3245,-0.1573,False,0.1132,0.03632,0.1232,0.04203
scenario_42,R33,R7,0.2508,0.0,-0.45080000000000003,False,0.15264,0.01894,0.05,0.11308
scenario_42,R33,R45,0.2508,0.3521,-0.09870000000000001,False,0.15264,0.01894,0.1011,0.14491
scenario_42,R70,R58,0.4535,0.3224,-0.3311,False,0.23518,0.01894,0.1132,0.03632
scenario_42,R70,R20,0.4535,0.3294,-0.3241,False,0.23518,0.01894,0.0734,0.0495
scenario_42,R72,R21,0.1669,0.305,-0.06190000000000001,False,0.0795,0.04203,0.08569,0.03632
scenario_42,R35,R11,0.3292,0.3493,-0.1799,False,0.1232,0.04203,0.12331,0.04302
scenario_42,R35,R49,0.3292,0.4608,-0.06840000000000002,False,0.1232,0.04203,0.13523,0.0187
scenario_42,R23,R22,0.265,0.3184,-0.1466,False,0.11188,0.04416,0.12821,0.05027
scenario_42,R60,R61,0.3221,0.3459,-0.17620000000000002,False,0.11041,0.04416,0.16726,0.01739
scenario_42,R24,R23,0.2723,0.2964,-0.1759,False,0.14131,0.01739,0.11188,0.04416
scenario_42,R61,R74,0.3146,0.294,-0.22060000000000002,False,0.16726,0.01739,0.16409,0.01465
scenario_42,R37,R24,0.3058,0.3008,-0.20500000000000002,False,0.15161,0.01465,0.14131,0.01739
scenario_42,R74,R28,0.2795,0.3065,-0.17300000000000004,False,0.16409,0.01465,0.10096,0.04827
scenario_42,R74,R66,0.2795,0.3287,-0.15080000000000005,False,0.16409,0.01465,0.10797,0.03273
